# 词 	 拼音 	 题型 	 词源 	 释义 	 释义来源 	 例句 	 例句出处 	 课本里出现次数
蝮蛇	fù shé	写	词典	亦作蝮蚮；蝮蛇科。头呈三角形，体色灰褐而有斑纹，口有毒牙	新华	{蝮蛇}在藤蔓和木材中间溜过是徒然的	自己之歌（节选）	1
蝼蛄	lóu gū	写	词典	昆虫，背部茶褐色，腹面灰黄色。前足发达，呈铲状，适于掘土，有尾须	新华			1
衣衫褴褛	yī shān lán lǚ	写	成语	褴褛破烂。衣服破破烂烂	成语	训之以若敖，蚡冒，筚路蓝缕以启山林。”杜预注蓝缕敝衣。	《左传·宣公十二年》	1
衿袖	jīn xiù	写	词典	衿与袖相连，因用以比喻亲密的友谊	新华	壁上小虫忽跃落{衿袖}间。	促织	1
裂帛	liè bó	写	词典	①裁帛写信裂帛系书，誓还汉恩。②形容声音像撕帛一样清厉四弦一声如裂帛	新华	曲终收拨当心画，四弦一声如{裂帛}。	琵琶行并序	1
装帧	zhuāng zhēn	写	词典	指图书报刊的装潢设计装帧是图书出版的重要环节	新华	为作品集拟一个恰当的书名，确定合理的分类标准，还应考虑编排方式和{装帧}设计等。	党费	1
褊小	biǎn xiǎo	都考	课本	狭小	课本	齐国虽{褊小}，吾何爱一牛？	齐桓晋文之事	1
襄陵	xiāng líng	写	词典	谓大水漫上丘陵	新华			1
西岐	xī qí	写	词典	古邑名。在今陕西省岐山县东北	新华			1
要誉	yāo yù	读	课本	博取名誉	课本	非所以{要誉}于乡党朋友也	人皆有不忍人之心	1
觇视	chān shì	都考	课本	窥视，探看	课本	忽闻门外虫鸣，惊起{觇视}，虫宛然尚在。	促织	1
角粽	jiǎo zòng	写	词典	亦作角糵。亦作角糭；即角黍。俗称粽子	新华	且知道祖孙二人所过的日子，十分拮据，节日里自己不能包粽子，又送了许多尖{角粽}子。	边城（节选）	1
言笑晏晏	yán xiào yàn yàn	写	成语	说说笑笑，和柔温顺	成语	总角之宴，{言笑晏晏}。	氓	1
言简意赅	yán jiǎn yì gāi	写	成语	赅完备。话不多，但意思都有了。形容说话写文章简明扼要	成语			1
謋然	huò rán	写	词典	迅疾裂开貌；形容迅疾理解	新华	{謋然}已解，如土委地。	庖丁解牛	1
讥诮	jī qiào	写	词典			……我没有做出什么事来该得到这样的{讥诮}——刚好相反	装在套子里的人	1
讷讷	nè nè	写	词典	说话迟钝谨慎貌；低语貌	新华	他没回答，脸涨得像个关公，{讷讷}半晌，才说清自己是天目山人。	百合花	1
诋毁	dǐ huǐ	写	词典					1
词笺	cí jiān	写	词典	见词笺	新华			1
诏使	zhào shǐ	写	词典	皇帝派出的特使	新华	{诏使}孺卿逐捕，不得	苏武传	1
诚笃	chéng dǔ	写	词典	①诚实厚道为人诚笃｜人贵朴讷诚笃。②真挚深厚感情诚笃	新华			1
诛杀	zhū shā	写	词典	杀戮	新华	沛公至军，立{诛杀}曹无伤。	鸿门宴	1
诤臣	zhèng chén	写	词典	谏诤之臣。引申指能指正先辈缺失的后辈	新华			1
说怿女美	yuè yì rǔ měi	都考	课本	喜爱你的美丽	课本	彤管有炜，{说怿女美}。	静女	1
请郡	qǐng jùn	写	词典	指古代京官请求外放，任州郡长官	新华			1
谏言	jiàn yán	写	词典			二□国家兴盛之时，居安思危，大胆{谏言}，防微杜渐；国事艰难之际，多方运筹，寻求济世安民之道。	六国论	1
谗臣	chán chén	写	词典	好谗害人之佞臣	新华			1
谛听	dì tīng	写	词典	注意地听；仔细听侧耳谛听	新华	周朴园在桌上找电报，仆人递给他；此时周冲偷偷由左书房进，在旁{谛听}。	雷雨（节选）	1
谦谦君子	qiān qiān jūn zǐ	读	成语	指谦虚而严格要求自己的人	成语	{谦谦君子}，卑以自牧也。	《易·谦》	1
谧静	mì jìng	写	词典	宁静谧静的夜晚｜北狄惧威，关塞谧静	新华	地遵循的规律在性质上则属于“方”，安{谧静}止。	天文学上的旷世之争	1
谪居	zhé jū	写	词典	谓古代官吏被贬官降职到边远外地居住	新华	我从去年辞帝京，{谪居}卧病浔阳城。	琵琶行并序	1
豁啷啷	huō lāng lāng	写	词典	见豁啷	新华	在风的怂恿下“{豁啷啷}”地歌唱。	哦，香雪	1
质疑问难	zhì yí wèn nàn	读	成语	质疑请人解答疑难；癌难对于疑问反复讨论、分析或辩论	成语	竦居贫，无宾客，时有好事者从之质疑问事，论道经书而已。	《汉书·陈遵传》	1
贵胄	guì zhòu	写	词典			书中所写的帝王{贵胄}	《红楼梦》	1
贾人	gǔ rén	读	课本	商人	课本	问其人，本长安倡女，尝学琵琶于穆、曹二善才，年长色衰，委身为{贾人}妇。	琵琶行并序	1
超今冠古	chāo jīn guàn gǔ	读	成语	冠超出众人。超越古今	成语	众美备具，名实相当，赫赫巍巍，{超今冠古}。	《贺册尊号表》	1
趑趄	zī jū	写	词典	亦作趑且。亦作趦趄；相前进又不敢前进。形容疑惧不决，犹豫观望	新华			1
跄跄	qiāng qiāng	写	词典	形容走路有节奏的样子；飞跃奔腾貌	新华	阿Q{跄跄}踉踉的跌进去	阿Q正传（节选）	1
跄踉	qiàng liàng	都考	词典	亦作跄?；形容脚步不稳的样子	新华	阿Q跄{跄踉}踉的跌进去	阿Q正传（节选）	1
蹑履	niè lǚ	写	词典	穿鞋。亦指趿拉着鞋；纳履;整理鞋子	新华	新妇识马声，{蹑履}相逢迎。	孔雀东南飞并序	1
蹑手蹑脚	niè shǒu niè jiǎo	写	成语	形容放轻脚步走的样子。也形容偷偷摸摸、鬼鬼祟祟的样子	成语	第五十四回于是大家{蹑手蹑脚}，潜踪进镜壁去一看。	《红楼梦》	1
蹙缩	cù suō	写	词典	退缩;蜷缩；皱缩	新华	柳妈的打皱的脸也笑起来，使她{蹙缩}得像一个核桃；干枯的小眼睛一看祥林嫂的额角，又钉住她的眼。	祝福	1
蹩脚	bié jiǎo	写	词典			我们也不需要这样{蹩脚}的不中用的宣传家。	反对党八股（节选）	1
车辕	chē yuán	写	词典					1
转败为胜	zhuǎn bài wéi shèng	读	成语	变失败为胜利	成语	其为政也，善因祸而为福，转败而为功。	《史记·管晏列传》	1
辇车	niǎn chē	写	词典	古代宫中用的一种便车。多用人挽拉；古代用人挽拉的辎重车	新华			1
辗转反侧	zhǎn zhuǎn fǎn cè	读	成语	辗转翻来复去；反侧反复。翻来复去，睡不着觉。形容心里有所思念或心事重重	成语	悠哉悠哉，{辗转反侧}。	《诗经·周南·关雎》	1
运筹帷幄	yùn chóu wéi wò	写	成语	筹计谋、谋划；帷幄古代军中帐幕。指拟定作战策略。引申为筹划、指挥	成语	夫{运筹帷幄}之中，决胜千里之外，吾不如子房。	《史记·高祖本纪》	1
远戍	yuǎn shù	写	词典	谓戍守边疆；边境的军营、城堡	新华	铁衣{远戍}辛勤久，玉箸应啼别离后。	燕歌行并序	1
迥然不同	jiǒng rán bù tóng	写	成语	迥然相距很远或差别很大的样子。形容相差得远，很明显不一样	成语	卷上文章古今{迥然不同}，钟嵘《诗品》以古诗第一，子建次之，此论诚然。	《岁寒堂诗话》	1
迸射	bèng shè	写	词典	指急速连射的箭；喷射;由内而外地强烈放射出	新华			1
迸涌	bèng yǒng	写	词典	急遽涌出，喷涌	新华	我从来还没有听到过爱情或是醇酒的颂歌能够{迸涌}出这样神圣的极乐音流。	致云雀	1
逋慢	bū màn	都考	课本	有意拖延，怠慢上命	课本	诏书切峻，责臣{逋慢}；郡县逼迫，催臣上道；州司临门，急于星火。	陈情表	1
逍遥自在	xiāo yáo zì zài	写	成语	无拘无束，安闲自得	成语	便事事{逍遥自在}了。	祝福	1
通衢	tōng qú	写	词典	四通八达的大道通衢大┑溃宛辔憩通衢	新华	从“九省{通衢}”武汉看神州大地	在民族复兴的历史丰碑上	1
造诣	zào yì	写	词典	学业、技艺所达到的水平全系唯他书法、绘画造诣均深	新华	今天的“匠”，已成为心思巧妙、技艺精湛、{造诣}高深的代名词。	以工匠精神雕琢时代品质	1
逡巡	qūn xún	都考	课本	有所顾虑而徘徊不敢前进	课本	秦人开关延敌，九国之师，{逡巡}而不敢进。	过秦论	1
遐思	xiá sī	写	词典	悠远地思索或想象；深长的思念	新华	2. 游览胜迹，登临高山，常常能引发文人墨客的{遐思}，从而催生许多优秀的文学作品。	登泰山记	1
遗施	wèi shī	读	课本	赠送，施与	课本	人贱物亦鄙，不足迎后人，留待作{遗施}，于今无会因。	孔雀东南飞并序	1
遨游	áo yóu	写	词典			挟飞仙以{遨游}，抱明月而长终。	赤壁赋	1
遭谗	zāo chán	写	词典	受到谗害	新华			1
邪佞	xié nìng	写	词典	奸邪，伪善；奸邪小人	新华			1
邯郸记	hán dān jì	写	词典	传奇剧本。明代汤显祖作。取材于唐代沈既济传奇小说《枕中记》	新华			1
酋长	qiú zhǎng	写	词典	盗贼的首领；部落的首领	新华	这就是历史上祭司之类的人在一定程度上能控制{酋长}的原因。	第四单元	1
里应外合	lǐ yìng wài hé	读	成语	应接应；合配合。外面攻打，里面接应	成语	第三折反被韩，魏同谋，{里应外合}，决水淹我军，甲士溃乱，死者山积。	《豫让吞炭》	1
重念	chóng niàn	读	课本	又考虑到	课本	{重念}蒙君实视遇厚，于反覆不宜卤莽，故今具道所以，冀君实或见恕也。	答司马谏议书	1
重起炉灶	chóng qǐ lú zào	读	成语	指事情遭受挫折后，再从头做起	成语	每遭一次顿挫，总要使前功尽弃，又来{重起炉灶}。	《北伐途次》	1
重蹈覆辙	chóng dǎo fù zhé	读	成语	蹈踏；覆翻；辙车轮辗过的痕迹。重新走上翻过车的老路	成语	今不想前事之失，复循覆车之轨。	《后汉书·窦武传》	1
钓叟	diào sǒu	写	词典	钓翁；渔翁	新华	羌管弄晴，菱歌泛夜，嬉嬉{钓叟}莲娃。	望海潮	1
钟磬	zhōng qìng	写	词典	钟和磬，古代礼乐器；佛教法器	新华	今以{钟磬}置水中，虽大风浪不能鸣也，而况石乎！	石钟山记	1
钟馗	zhōng kuí	写	词典			挂蒲剑、贴{钟馗}图	第四单元	1
钦差大臣	qīn chāi dà chén	读	成语	过去指由皇帝派遣并代表皇帝外出办理重大事件的官员	成语	三品以上用{钦差大臣}关防，四品以下用钦差官员关防。	《茶余客话·钦差官使》	1
钲鼓	zhēng gǔ	写	词典	钲和鼓。古代行军或歌舞时用以指挥进退、动静的两种乐器；并称以言兵事	新华			1
钿头银篦	diàn tóu yín bì	都考	课本	上端镶着花钿的银质发篦	课本	{钿头银篦}击节碎，血色罗裙翻酒污。	琵琶行并序	1
铆钉	mǎo dīng	写	词典	铆接用的金属元件。圆柱形，一头有帽	新华	我的指关节{铆钉}一样揳入巨石的罅隙。	致云雀	1
铮铮	zhēng zhēng	写	词典	象声词。常形容金、玉等物的撞击声；比喻坚贞、刚强	新华	明年秋，送客湓浦口，闻舟中夜弹琵琶者，听其音，{铮铮}然有京都声。	琵琶行并序	1
铺天盖地	pū tiān gài dì	读	成语	一下子到处都是。形容来势很猛	成语	风雪{铺天盖地}而来。	县委书记的榜样——焦裕禄	1
铿尔	kēng ěr	都考	课本	铿的一声，指止瑟声	课本	鼓瑟希，{铿尔}，舍瑟而作，对曰：“异乎三子者之撰。”	子路、曾皙、冉有、公西华侍坐	1
铿锵有力	kēng qiāng yǒu lì	写	成语	形容声音响亮而有劲。铿镪有节奏而响亮的声音	成语	诗我们的总理，回答得最为{铿锵有力}；不用语言，而用电闪雷鸣般的一生的经历。	《痛悼敬爱的周总理》	1
锱铢	zī zhū	写	词典	锱和铢。比喻微小的数量；比喻微利，极少的钱	新华	奈何取之尽{锱铢}，用之如泥沙？	阿房宫赋	1
锲而不舍	qiè ér bù shě	写	成语	锲镂刻；舍停止。不断地镂刻。比喻有恒心，有毅力	成语	锲而舍之，朽木不折；{锲而不舍}，金石可镂。	劝学	1
镂刻	lòu kè	写	词典					1
镂空	lòu kōng	写	词典	在物体上雕刻出穿透物体的花纹或文字～的象牙球	新华	或{镂空}棕榈树根株	边城（节选）	1
镯子	zhuó zi	写	词典			杀鸡，宰鹅，买猪肉，用心细细的洗，女人的臂膊都在水里浸得通红，有的还带着绞丝银{镯子}。	祝福	1
长歌当哭	cháng gē dàng kū	读	成语	长歌长声歌咏，也指写诗；当当作	成语	悲歌可以当泣，远望可以当归。	《乐府诗集·杂曲歌辞·悲歌》	1
门衰祚薄	mén shuāi zuò báo	都考	课本	家门衰微，福分浅薄	课本	既无伯叔，终鲜兄弟，{门衰祚薄}，晚有儿息。	陈情表	1
门闩	mén shuān	写	词典			我们所习见的{门闩}、棍子、桅杆等，就都是这个样子，这里带着“木”字的更为普遍的性格。	说“木叶”	1
问谏	wèn jiàn	写	词典	谓参与谋议	新华			1
阿弥陀佛	ē mí tuó fó	都考	成语	佛教语，信佛的人用作口头诵颂的佛号，表示祈祷祝福或感谢神灵的意思	成语	第四折张寿友曰‘{阿弥陀佛}，这个是谁？’卜儿云‘这便是媳妇儿。’	《合汗衫》	1
阿缟	ē gǎo	都考	课本	古代齐国东阿所产的细绢	课本	傅玑之珥、{阿缟}之衣	谏逐客书	1
陇右	lǒng yòu	写	词典	古地区名。泛指陇山以西地区。古代以西为右，故名	新华			1
陇首	lǒng shǒu	写	词典	古山名；指陇山之巅	新华	例如：“亭皋木叶下，{陇首}秋云飞。”	说“木叶”	1
陛辞	bì cí	写	词典	指朝官离开朝廷，上殿辞别皇帝；面见皇帝辞官	新华			1
陶埏	táo shān	写	词典	谓陶人把陶土放入模型中制成陶器。比喻造就培育	新华			1
隋炀帝	suí yáng dì	写	词典					1
隳名	huī míng	写	词典	谓隐姓埋名	新华	以愚黔首；{隳名}城，杀豪杰	过秦论	1
雄赳赳	xióng jiū jiū	写	词典	亦作雄纠纠；威武貌	新华	松二爷文绉绉的，提着小黄鸟笼；常四爷{雄赳赳}的，提着大而高的画眉笼。	茶馆（节选）	1
雨雪	yù xuě	读	课本	下雪	课本	天{雨雪}，武卧啮雪，与旃毛并咽之，数日不死。	苏武传	1
霓虹	ní hóng	写	词典	彩虹；指霓虹灯	新华	从{霓虹}似的彩霞也降不下这样美的雨，能和你出现时降下的乐曲甘霖相比。	致云雀	1
霓裳羽衣	ní cháng yǔ yī	都考	词典	即《霓裳羽衣曲》；仙道的衣服	新华			1
霭霭	ǎi ǎi	写	词典	云烟密集貌；昏暗貌	新华	陶渊明《停云》：“{霭霭}停云，濛濛时雨。	说“木叶”	1
青荇	qīng xìng	写	词典	即荇菜	新华	软泥上的{青荇}，油油的在水底招摇:在康河的柔波里，我甘心做一条水草！	再别康桥	1
青衿	qīng jīn	写	词典	古代学生穿的衣服，衣领青色，因以称读书人育青衿而敷典式	新华			1
青雘	qīng wò	写	词典	亦作青?。亦作青癯；一种青色矿物颜料。一般认为即今石青、白青之属	新华			1
靛蓝	diàn lán	写	词典			放在水里立即变成{靛蓝}的颜色。	一个消逝了的山村	1
靡有朝矣	mí yǒu zhāo yǐ	读	课本	没有一天不是如此	课本	夙兴夜寐，{靡有朝矣}。	氓	1
鞠躬尽瘁	jū gōng jìn cuì	都考	成语	指恭敬谨慎，竭尽心力	成语	祖妣夫人与显考{鞠躬尽瘁}，誓勿蹶其门。	《先府君蓉峰处士阡表》	1
鞭挞	biān tà	写	词典			谁愿意忍受人世的{鞭挞}和讥嘲	哈姆莱特（节选）	1
颍阳	yǐng yáng	写	词典	颍水之北。传说古高士巢父、许由隐居于此，后因以借指巢许	新华			1
颛臾	zhuān yú	写	词典	古国名。故址在今山东省费县西北	新华			1
颠来倒去	diān lái dǎo qù	读	成语	翻过来倒过去，来回重复	成语	第三本第二折将简帖儿掂，将妆盒儿按，开拆封皮孜孜看，{颠来倒去}不害心烦。	《西厢记》	1
飓风	jù fēng	写	词典			使人想到海上的{飓风}，寒带的雪潮，自己一点也不能做主。	一个消逝了的山村	1
